1,12,12,0.346815
2,14,14,0.219162
3,1,1,0.126977
4,23,23,0.100364
5,5,5,0.132679
6,25,25,0.025884
7,3,3,0.022348
8,15,15,0.078711
9,11,11,0.116968
10,9,9,0.04752
11,20,20,0.034601
12,1,1,0.13595
13,7,7,0.114719
14,6,6,0.072583
15,10,10,0.107135
16,14,14,0.056833
17,6,6,0.07708
18,16,16,0.016716
19,1,1,0.1023
20,20,20,0.037592
21,33,33,0.015621
22,25,25,0.023763
23,12,12,0.015128
24,21,21,0.030229
25,23,23,0.038927
26,8,8,0.014288
27,22,22,0.009375
28,25,25,0.045796
29,32,32,0.021326
30,13,13,0.012543
31,27,27,0.013686
32,6,6,0.030592
33,22,22,0.030613
34,12,12,0.05943
35,4,4,0.012939
36,9,9,0.032292
37,10,10,0.074539
38,10,10,0.052497
39,6,6,0.043644
40,19,19,0.075945
41,18,18,0.062747
42,18,18,0.059961
43,8,8,0.065155
44,11,11,0.077457
45,25,25,0.046152
46,14,14,0.059252
47,19,19,0.075491
48,5,5,0.038088
49,1,1,0.191438
50,8,8,0.162009
51,15,15,0.010801
52,19,19,0.039342
53,12,12,0.124257
54,21,21,0.017443
55,33,33,0.013689
56,1,1,0.148212
57,22,22,0.034143
58,10,10,0.046123
59,27,27,0.047211
60,8,8,0.071594
61,18,18,0.015209
62,24,24,0.016472
63,12,12,0.060299
64,24,24,0.03306
65,18,18,0.066967
66,17,17,0.071823
67,4,4,0.034133
68,1,1,0.157683
69,6,6,0.11996
70,1,1,0.163644
71,11,11,0.016603
72,6,6,0.125682
73,23,23,0.039828
74,46,46,0.02813
75,44,44,0.012678
76,10,10,0.069661
77,1,1,0.098188
78,45,45,0.035681
79,1,1,0.111795
80,15,15,0.049851
81,18,18,0.079706
82,20,20,0.04102
83,15,15,0.032373
84,15,15,0.045643
85,1,1,0.115246
86,10,10,0.009783
87,16,16,0.055261
88,31,31,0.120303
89,6,6,0.104827
90,32,32,0.052647
91,21,21,0.036337
92,24,24,0.021492
93,30,30,0.030558
94,1,1,0.087412
95,18,18,0.093325
96,15,15,0.04704
97,18,18,0.113202
98,1,1,0.172476
99,6,6,0.139428
100,1,1,0.183197
101,11,11,0.08955
102,37,37,0.030587
103,4,4,0.01409
104,1,1,0.152376
105,24,24,0.026741
106,16,16,0.04472
107,4,4,0.021127
108,22,22,0.028725
109,17,17,0.064647
110,27,27,0.018023
111,36,36,0.017023
112,24,24,0.014148
113,1,1,0.07726
114,14,14,0.028694
115,25,25,0.017495
116,1,1,0.089857
117,26,26,0.015575
118,17,17,0.013442
119,11,11,0.042367
120,23,23,0.018591
121,25,25,0.016552
122,24,24,0.012898
123,13,13,0.064316
124,1,1,0.078083
125,10,10,0.072143
126,25,25,0.022538
127,8,8,0.105948
128,22,22,0.034439
129,1,1,0.163174
130,18,18,0.019577
131,2,2,0.033426
132,8,8,0.076458
133,36,36,0.01443
134,8,8,0.069608
135,33,33,0.016382
136,10,10,0.052389
137,1,1,0.076661
138,20,20,0.027581
139,24,24,0.023239
140,1,1,0.077552
141,39,39,0.02218
142,12,12,0.052273
143,11,11,0.022127
144,20,20,0.019599
145,27,27,0.022989
146,11,11,0.038279
147,25,25,0.013004
148,1,1,0.073553
149,16,16,0.073522
150,21,21,0.048613
151,10,10,0.102546
152,25,25,0.036057
153,28,28,0.026454
154,37,37,0.034947
155,21,21,0.015904
156,10,10,0.048994
157,16,16,0.03607
158,1,1,0.081973
159,17,17,0.053082
160,1,1,0.080436
161,24,24,0.042281
162,15,15,0.086567
163,11,11,0.011554
164,5,5,0.00897
165,21,21,0.010876
166,10,10,0.027221
167,14,14,0.032769
168,16,16,0.040784
169,16,16,0.041069
170,1,1,0.123935
171,30,30,0.03498
172,33,33,0.015761
173,18,18,0.030241
174,30,30,0.010156
175,15,15,0.054686
176,31,31,0.017457
177,7,7,0.028558
178,21,21,0.018975
179,10,10,0.071225
180,11,11,0.056093
181,24,24,0.014415
182,9,9,0.05324
183,36,36,0.011181
184,24,24,0.023424
185,5,5,0.012444
186,7,7,0.017068
187,14,14,0.04882
188,24,24,0.048678
189,26,26,0.013166
190,20,20,0.021759
191,22,22,0.033373
192,29,29,0.012547
193,10,10,0.072272
194,33,33,0.021872
195,4,4,0.019345
196,1,1,0.08208
197,24,24,0.016764
198,5,5,0.012167
199,15,15,0.041431
200,10,10,0.067775
201,25,25,0.02896
202,29,29,0.012011
203,27,27,0.026024
204,1,1,0.077027
205,35,35,0.014182
206,1,1,0.083603
207,6,6,0.02438
208,6,6,0.065803
209,9,9,0.053356
210,7,7,0.026931
211,18,18,0.022946
212,24,24,0.023675
213,9,9,0.08584
214,13,13,0.051204
215,5,5,0.028934
216,27,27,0.013475
217,1,1,0.101132
218,9,9,0.010561
219,31,31,0.011116
220,1,1,0.157126
221,10,10,0.079766
222,10,10,0.078613
223,11,11,0.047028
224,1,1,0.077559
225,9,9,0.0612
226,33,33,0.024047
227,4,4,0.075082
228,13,13,0.013023
229,20,20,0.085824
230,24,24,0.06673
231,19,19,0.080177
232,28,28,0.029316
233,35,35,0.056696
234,14,14,0.049384
235,13,13,0.144775
236,28,28,0.034988
237,7,7,0.106758
238,28,28,0.051506
239,23,23,0.059421
240,19,19,0.046836
241,21,21,0.034875
242,12,12,0.093117
243,23,23,0.017446
244,18,18,0.080247
245,15,15,0.027446
246,18,18,0.063267
247,10,10,0.052132
